,year,world_rank,institution,country_name,total_score,award
0,2015,1,Harvard University,us,100.0,100.0
1,2015,2,Stanford University,us,73.3,40.7
2,2015,3,Massachusetts Institute of Technology (MIT),us,70.4,68.2
3,2015,4,"University of California, Berkeley",us,69.6,65.1
4,2015,5,University of Cambridge,gb,68.8,77.1
5,2015,6,Princeton University,us,61.0,53.3
6,2015,7,California Institute of Technology,us,59.6,49.5
7,2015,8,Columbia University,us,58.8,63.5
8,2015,9,University of Chicago,us,57.1,59.8
9,2015,10,University of Oxford,gb,56.6,49.7
10,2015,11,Yale University,us,54.5,47.6
11,2015,12,"University of California, Los Angeles",us,50.7,29.5
12,2015,13,Cornell University,us,50.5,42.0
13,2015,14,"University of California, San Diego",us,48.7,19.2
14,2015,15,University of Washington,us,47.8,21.2
15,2015,16,Johns Hopkins University,us,46.3,37.7
16,2015,17,University of Pennsylvania,us,46.1,31.6
17,2015,18,University College London,gb,44.5,28.1
18,2015,18,"University of California, San Francisco",us,44.5,0.0
19,2015,20,Swiss Federal Institute of Technology Zurich,ch,43.7,29.5
20,2015,21,The University of Tokyo,jp,42.0,30.8
21,2015,22,University of Michigan-Ann Arbor,us,41.7,34.4
22,2015,23,"The Imperial College of Science, Technology and Medicine",gb,41.5,14.5
23,2015,24,University of Wisconsin - Madison,us,41.1,30.8
24,2015,25,University of Toronto,ca,40.6,19.9
25,2015,26,Kyoto University,jp,38.9,31.6
26,2015,27,New York University,us,38.8,28.1
27,2015,27,Northwestern University,us,38.8,15.4
28,2015,29,University of Illinois at Urbana-Champaign,us,38.6,29.9
29,2015,30,"University of Minnesota, Twin Cities",us,38.5,29.5
30,2015,31,Duke University,us,38.0,15.4
31,2015,32,Washington University in St. Louis,us,37.4,22.9
32,2015,33,Rockefeller University,us,36.5,17.0
33,2015,34,University of Colorado at Boulder,us,36.0,12.6
34,2015,35,University of Copenhagen,dk,35.7,21.8
35,2015,36,Pierre and Marie Curie University - Paris 6,fr,35.0,33.6
36,2015,37,The University of Texas at Austin,us,34.8,16.2
37,2015,38,"University of California, Santa Barbara",us,34.6,14.5
38,2015,39,University of North Carolina at Chapel Hill,us,34.4,8.9
39,2015,40,University of British Columbia,ca,34.1,15.4
40,2015,41,The University of Manchester,gb,33.6,18.5
41,2015,41,University of Paris-Sud (Paris 11),fr,33.6,30.3
42,2015,43,"University of Maryland, College Park",us,32.8,19.2
43,2015,44,The University of Melbourne,au,32.3,17.0
44,2015,44,The University of Texas Southwestern Medical Center at Dallas,us,32.3,18.5
45,2015,46,Heidelberg University,de,32.2,19.9
46,2015,47,The University of Edinburgh,gb,32.0,20.5
47,2015,48,Karolinska Institute,se,31.9,22.4
48,2015,49,University of Southern California,us,31.3,0.0
49,2015,50,"University of California, Irvine",us,31.0,0.0
50,2015,51,Technical University Munich,de,30.5,34.8
51,2015,52,University of Munich,de,30.3,25.6
52,2015,53,Vanderbilt University,us,30.2,15.4
53,2015,54,University of Zurich,ch,30.1,5.1
54,2015,55,King's College London,gb,30.0,21.2
55,2015,56,Utrecht University,nl,29.8,22.9
56,2015,57,"University of California, Davis",us,29.7,0.0
57,2015,58,University of Geneva,ch,29.4,27.1
58,2015,58,University of Oslo,no,29.4,28.1
59,2015,60,Pennsylvania State University - University Park,us,29.3,10.3
60,2015,61,Carnegie Mellon University,us,29.2,31.6
61,2015,61,Purdue University - West Lafayette,us,29.2,13.6
62,2015,61,Uppsala University,se,29.2,17.8
63,2015,64,McGill University,ca,28.5,32.8
64,2015,64,"Rutgers, The State University of New Jersey - New Brunswick",us,28.5,10.3
65,2015,66,University of Bristol,gb,28.3,7.3
66,2015,67,The Hebrew University of Jerusalem,il,28.2,32.0
67,2015,67,The Ohio State University - Columbus,us,28.2,12.6
68,2015,67,University of Helsinki,fi,28.2,12.6
69,2015,70,"University of Pittsburgh, Pittsburgh Campus",us,28.1,18.5
70,2015,71,Ghent University,be,27.8,5.1
71,2015,72,Ecole Normale Superieure - Paris,fr,27.6,48.9
72,2015,73,Aarhus University,dk,27.3,11.5
73,2015,73,Boston University,us,27.3,11.5
74,2015,75,Brown University,us,27.0,14.5
75,2015,75,University of Groningen,nl,27.0,0.0
76,2015,77,Nagoya University,jp,26.7,29.0
77,2015,77,Stockholm University,se,26.7,24.1
78,2015,77,Technion-Israel Institute of Technology,il,26.7,23.5
79,2015,77,The Australian National University,au,26.7,13.6
80,2015,77,The University of Queensland,au,26.7,12.6
81,2015,82,Leiden University,nl,26.5,17.8
82,2015,83,University of Florida,us,26.2,17.0
83,2015,84,Rice University,us,26.0,16.2
84,2015,85,Osaka University,jp,25.7,8.9
85,2015,86,Moscow State University,ru,25.3,41.4
86,2015,87,The University of Western Australia,au,24.9,13.6
87,2015,87,University of Basel,ch,24.9,19.2
88,2015,87,University of Strasbourg,fr,24.9,25.1
89,2015,90,KU Leuven,be,24.7,0.0
90,2015,90,University of Arizona,us,24.7,14.5
91,2015,92,University of Warwick,gb,24.6,0.0
92,2015,93,Arizona State University,us,24.5,0.0
93,2015,93,"University of California, Santa Cruz",us,24.5,0.0
94,2015,93,University of Utah,us,24.5,0.0
95,2015,96,McMaster University,ca,24.4,12.6
96,2015,97,University of Bonn,de,24.3,15.4
97,2015,98,VU University Amsterdam,nl,24.2,0.0
98,2015,99,Michigan State University,us,24.0,8.9
99,2015,100,Texas A&M University,us,23.9,0.0
100,2015,101-150,Aix Marseille University,fr,,13.6
101,2015,101-150,Baylor College of Medicine,us,,0.0
102,2015,101-150,Case Western Reserve University,us,,30.3
103,2015,101-150,Emory University,us,,0.0
104,2015,101-150,Georgia Institute of Technology,us,,12.6
105,2015,101-150,Icahn School of Medicine at Mount Sinai,us,,0.0
106,2015,101-150,Indiana University Bloomington,us,,10.3
107,2015,101-150,London School of Economics and Political Science,gb,,19.9
108,2015,101-150,Lund University,se,,21.2
109,2015,101-150,Mayo Medical School,us,,0.0
110,2015,101-150,Monash University,au,,0.0
111,2015,101-150,National University of Singapore,sg,,0.0
112,2015,101-150,Norwegian University of Science and Technology - NTNU,no,,13.6
113,2015,101-150,Peking University,cn,,0.0
114,2015,101-150,Radboud University Nijmegen,nl,,16.2
115,2015,101-150,Seoul National University,kr,,0.0
116,2015,101-150,Shanghai Jiao Tong University,cn,,0.0
117,2015,101-150,Swiss Federal Institute of Technology Lausanne,ch,,0.0
118,2015,101-150,Technical University of Denmark,dk,,5.1
119,2015,101-150,The University of Glasgow,gb,,7.3
120,2015,101-150,The University of New South Wales,au,,0.0
121,2015,101-150,The University of Sheffield,gb,,17.8
122,2015,101-150,The University of Texas M. D. Anderson Cancer Center,us,,0.0
123,2015,101-150,Tohoku University,jp,,14.5
124,2015,101-150,Tsinghua University,cn,,10.3
125,2015,101-150,Tufts University,us,,18.5
126,2015,101-150,Université libre de Bruxelles (ULB),be,,19.9
127,2015,101-150,University of Alberta,ca,,11.5
128,2015,101-150,University of Amsterdam,nl,,5.1
129,2015,101-150,University of Birmingham,gb,,18.5
130,2015,101-150,"University of California, Riverside",us,,12.6
131,2015,101-150,University of Frankfurt,de,,30.3
132,2015,101-150,University of Freiburg,de,,18.5
133,2015,101-150,University of Goettingen,de,,30.8
134,2015,101-150,University of Leeds,gb,,17.0
135,2015,101-150,University of Liverpool,gb,,17.0
136,2015,101-150,University of Massachusetts Amherst,us,,13.6
137,2015,101-150,University of Massachusetts Medical School - Worcester,us,,0.0
138,2015,101-150,University of Montreal,ca,,11.5
139,2015,101-150,University of Muenster,de,,19.2
140,2015,101-150,University of Nottingham,gb,,11.5
141,2015,101-150,University of Rochester,us,,24.6
142,2015,101-150,University of Sao Paulo,br,,0.0
143,2015,101-150,University of Southampton,gb,,0.0
144,2015,101-150,University of Sydney,au,,14.5
145,2015,101-150,University of Virginia,us,,0.0
146,2015,101-150,University of Wageningen,nl,,0.0
147,2015,101-150,University Paris Diderot - Paris 7,fr,,11.5
148,2015,101-150,Weizmann Institute of Science,il,,17.8
149,2015,101-150,Zhejiang University,cn,,0.0
150,2015,151-200,Cardiff University,gb,,0.0
151,2015,151-200,Catholic University of Louvain,be,,10.3
152,2015,151-200,Erasmus University Rotterdam,nl,,0.0
153,2015,151-200,Fudan University,cn,,0.0
154,2015,151-200,George Mason University,us,,0.0
155,2015,151-200,Hokkaido University,jp,,11.5
156,2015,151-200,Iowa State University,us,,0.0
157,2015,151-200,Joseph Fourier University (Grenoble 1),fr,,0.0
158,2015,151-200,King Abdulaziz University,sa,,0.0
159,2015,151-200,King Saud University,sa,,0.0
160,2015,151-200,Nanyang Technological University,sg,,0.0
161,2015,151-200,National Taiwan University,tw,,11.5
162,2015,151-200,North Carolina State University - Raleigh,us,,0.0
163,2015,151-200,Oregon Health and Science University,us,,0.0
164,2015,151-200,Oregon State University,us,,10.3
165,2015,151-200,Queen Mary University of London,gb,,17.8
166,2015,151-200,Sapienza University of Rome,it,,11.5
167,2015,151-200,Sun Yat-sen University,cn,,0.0
168,2015,151-200,Tel Aviv University,il,,0.0
169,2015,151-200,The Chinese University of Hong Kong,hk,,0.0
170,2015,151-200,The University of Adelaide,au,,14.5
171,2015,151-200,The University of Georgia,us,,0.0
172,2015,151-200,The University of Hong Kong,hk,,0.0
173,2015,151-200,Tokyo Institute of Technology,jp,,12.6
174,2015,151-200,Trinity College Dublin,ie,,10.3
175,2015,151-200,University of Barcelona,es,,0.0
176,2015,151-200,University of Bern,ch,,12.6
177,2015,151-200,University of Buenos Aires,ar,,14.5
178,2015,151-200,University of Cologne,de,,0.0
179,2015,151-200,University of Delaware,us,,10.3
180,2015,151-200,Exeter University,gb,,0.0
181,2015,151-200,University of Gothenburg,se,,0.0
182,2015,151-200,University of Hamburg,de,,11.5
183,2015,151-200,University of Hawaii at Manoa,us,,0.0
184,2015,151-200,University of Illinois at Chicago,us,,0.0
185,2015,151-200,University of Iowa,us,,0.0
186,2015,151-200,University of Kiel,de,,10.3
187,2015,151-200,University of Miami,us,,0.0
188,2015,151-200,University of Milan,it,,17.0
189,2015,151-200,University of Padua,it,,0.0
190,2015,151-200,University of Paris Descartes (Paris 5),fr,,11.5
191,2015,151-200,University of Pisa,it,,13.6
192,2015,151-200,University of Science and Technology of China,cn,,0.0
193,2015,151-200,University of Sussex,gb,,0.0
194,2015,151-200,University of Tennessee - Knoxville,us,,10.3
195,2015,151-200,University of Tuebingen,de,,22.4
196,2015,151-200,University of Turin,it,,15.4
197,2015,151-200,University of Vienna,at,,13.6
198,2015,151-200,University of Wuerzburg,de,,19.2
199,2015,151-200,Virginia Commonwealth University,us,,10.3
200,2015,201-300,Autonomous University of Barcelona,es,,0.0
201,2015,201-300,Autonomous University of Madrid,es,,0.0
202,2015,201-300,Beijing Normal University,cn,,15.4
203,2015,201-300,Brandeis University,us,,19.2
204,2015,201-300,Charles University in Prague,cz,,8.9
205,2015,201-300,City University of Hong Kong,hk,,0.0
206,2015,201-300,Claude Bernard University Lyon 1,fr,,10.3
207,2015,201-300,Colorado State University,us,,0.0
208,2015,201-300,Complutense University of Madrid,es,,19.2
209,2015,201-300,Curtin University,au,,0.0
