,year,world_rank,institution,country_name,total_score,award
0,2012,1,Harvard University,us,100.0,100.0
1,2012,2,Stanford University,us,72.8,38.0
2,2012,3,Massachusetts Institute of Technology (MIT),us,71.8,69.0
3,2012,4,"University of California, Berkeley",us,71.6,67.5
4,2012,5,University of Cambridge,gb,69.8,80.3
5,2012,6,California Institute of Technology,us,64.1,48.5
6,2012,7,Princeton University,us,62.1,52.3
7,2012,8,Columbia University,us,60.1,64.2
8,2012,9,University of Chicago,us,57.2,61.8
9,2012,10,University of Oxford,gb,56.1,51.2
10,2012,11,Yale University,us,54.8,45.7
11,2012,12,"University of California, Los Angeles",us,52.2,27.7
12,2012,13,Cornell University,us,50.8,38.7
13,2012,14,University of Pennsylvania,us,50.5,33.4
14,2012,15,"University of California, San Diego",us,49.6,20.3
15,2012,16,University of Washington,us,48.4,22.4
16,2012,17,The Johns Hopkins University,us,47.4,39.9
17,2012,18,"University of California, San Francisco",us,46.6,0.0
18,2012,19,University of Wisconsin - Madison,us,45.4,32.5
19,2012,20,The University of Tokyo,jp,43.8,32.5
20,2012,21,University College London,gb,43.7,29.7
21,2012,22,University of Michigan - Ann Arbor,us,43.4,33.9
22,2012,23,Swiss Federal Institute of Technology Zurich,ch,43.3,31.2
23,2012,24,The Imperial College of Science,gb,42.4,15.3
24,2012,25,University of Illinois at Urbana-Champaign,us,41.9,31.6
25,2012,26,Kyoto University,jp,41.3,31.2
26,2012,27,New York University,us,40.8,29.7
27,2012,27,University of Toronto,ca,40.8,21.0
28,2012,29,University of Minnesota,us,39.7,27.7
29,2012,30,Northwestern University,us,38.8,16.3
30,2012,31,Washington University in St. Louis,us,37.6,19.6
31,2012,32,Rockefeller University,us,37.0,18.0
32,2012,33,University of Colorado at Boulder,us,36.6,13.3
33,2012,34,"University of California, Santa Barbara",us,36.5,15.3
34,2012,35,The University of Texas at Austin,us,35.8,17.1
35,2012,36,Duke University,us,35.2,16.3
36,2012,37,University of Paris Sud (Paris 11),fr,34.9,32.1
37,2012,38,"University of Maryland, College Park",us,34.7,20.3
38,2012,39,University of British Columbia,ca,34.6,16.3
39,2012,40,The University of Manchester,gb,33.9,19.6
40,2012,41,University of North Carolina at Chapel Hill,us,33.5,9.4
41,2012,42,Karolinska Institute,se,33.4,23.6
42,2012,42,Pierre and Marie Curie University - Paris 6,fr,33.4,32.5
43,2012,44,University of Copenhagen,dk,33.1,23.0
44,2012,45,"University of California, Irvine",us,32.2,0.0
45,2012,46,University of Southern California,us,31.9,0.0
46,2012,47,"University of California, Davis",us,31.8,0.0
47,2012,48,The University of Texas Southwestern Medical Center at Dallas,us,31.6,19.6
48,2012,49,Pennsylvania State University - University Park,us,31.5,10.8
49,2012,50,Vanderbilt University,us,31.4,16.3
50,2012,51,Carnegie Mellon University,us,30.6,33.4
