,year,world_rank,institution,country_name,total_score,award
0,2021,1,Harvard University,us,100.0,100.0
1,2021,2,Stanford University,us,75.9,45.0
2,2021,3,University of Cambridge,gb,70.6,78.8
3,2021,4,Massachusetts Institute of Technology (MIT),us,69.5,71.6
4,2021,5,"University of California, Berkeley",us,66.0,63.8
5,2021,6,Princeton University,us,59.7,58.0
6,2021,7,University of Oxford,gb,59.2,48.0
7,2021,8,Columbia University,us,58.0,58.5
8,2021,9,California Institute of Technology,us,57.9,53.9
9,2021,10,University of Chicago,us,54.7,57.7
10,2021,11,Yale University,us,53.6,48.3
11,2021,12,Cornell University,us,50.3,41.7
12,2021,13,Paris-Saclay University,fr,49.4,27.9
13,2021,14,"University of California, Los Angeles",us,48.9,27.2
14,2021,15,University of Pennsylvania,us,47.8,32.9
15,2021,16,Johns Hopkins University,us,47.6,37.7
16,2021,17,University College London,gb,47.3,27.7
17,2021,18,"University of California, San Diego",us,46.3,18.5
18,2021,19,University of Washington,us,46.2,23.3
19,2021,20,"University of California, San Francisco",us,44.6,0.0
20,2021,21,ETH Zurich,ch,44.4,27.2
21,2021,22,University of Toronto,ca,41.3,16.9
22,2021,23,Washington University in St. Louis,us,40.7,21.4
23,2021,24,The University of Tokyo,jp,40.6,35.8
24,2021,25,Imperial College London,gb,40.5,13.1
25,2021,26,University of Michigan - Ann Arbor,us,40.1,34.6
26,2021,27,New York University,us,39.6,27.2
27,2021,28,Tsinghua University,cn,39.5,9.2
28,2021,29,University of North Carolina at Chapel Hill,us,38.1,7.5
29,2021,30,University of Copenhagen,dk,37.7,19.2
30,2021,31,University of Wisconsin - Madison,us,37.6,28.7
31,2021,32,Duke University,us,37.5,20.0
32,2021,33,The University of Melbourne,au,37.1,15.1
33,2021,34,Northwestern University,us,36.5,13.1
34,2021,35,Sorbonne University,fr,35.7,37.1
35,2021,35,The University of Manchester,gb,35.7,15.1
36,2021,37,Kyoto University,jp,35.6,34.6
37,2021,38,PSL University,fr,35.2,51.8
38,2021,38,The University of Edinburgh,gb,35.2,26.1
39,2021,40,"University of Minnesota, Twin Cities",us,35.1,26.7
40,2021,41,The University of Texas at Austin,us,34.8,23.9
41,2021,42,Karolinska Institute,se,34.6,23.3
42,2021,42,Rockefeller University,us,34.6,16.0
43,2021,42,University of British Columbia,ca,34.6,14.1
44,2021,45,Peking University,cn,34.5,10.7
45,2021,46,University of Colorado at Boulder,us,33.8,11.9
46,2021,47,King's College London,gb,33.5,23.9
47,2021,48,The University of Texas Southwestern Medical Center at Dallas,us,33.2,17.7
48,2021,48,University of Munich,de,33.2,25.6
49,2021,50,Utrecht University,nl,33.0,21.4
50,2021,51,The University of Queensland,au,32.5,11.9
51,2021,52,Technical University of Munich,de,32.3,35.0
52,2021,52,Zhejiang University,cn,32.3,0.0
53,2021,54,University of Zurich,ch,32.2,0.0
54,2021,55,University of Illinois at Urbana-Champaign,us,32.1,26.1
55,2021,56,"University of Maryland, College Park",us,31.9,17.7
56,2021,57,Heidelberg University,de,31.4,18.5
57,2021,57,"University of California, Santa Barbara",us,31.4,14.1
58,2021,59,Shanghai Jiao Tong University,cn,30.9,0.0
59,2021,60,University of Geneva,ch,30.8,34.6
60,2021,61,University of Oslo,no,30.7,25.6
61,2021,61,University of Southern California,us,30.7,0.0
62,2021,63,University of Science and Technology of China,cn,30.2,0.0
63,2021,64,University of Groningen,nl,30.0,13.1
64,2021,65,The University of New South Wales,au,29.9,0.0
65,2021,65,Vanderbilt University,us,29.9,14.1
66,2021,67,McGill University,ca,29.6,30.7
67,2021,67,The University of Texas M. D. Anderson Cancer Center,us,29.6,0.0
68,2021,69,University of Sydney,au,29.5,13.1
69,2021,70,"University of California, Irvine",us,29.3,0.0
70,2021,71,Aarhus University,dk,29.1,10.7
71,2021,71,Ghent University,be,29.1,0.0
72,2021,73,University of Paris,fr,29.0,14.3
73,2021,74,Stockholm University,se,28.9,21.4
74,2021,75,National University of Singapore,sg,28.8,0.0
75,2021,76,The Australian National University,au,28.5,13.1
76,2021,77,Fudan University,cn,28.4,0.0
77,2021,78,University of Bristol,gb,28.3,5.3
78,2021,78,Uppsala University,se,28.3,15.1
79,2021,80,Monash University,au,28.2,0.0
80,2021,81,Nanyang Technological University,sg,27.9,0.0
81,2021,82,University of Helsinki,fi,27.8,16.0
82,2021,83,Leiden University,nl,27.7,15.1
83,2021,84,Nagoya University,jp,27.3,27.7
84,2021,84,University of Bonn,de,27.3,26.1
85,2021,86,Purdue University - West Lafayette,us,27.2,11.9
86,2021,87,KU Leuven,be,27.1,0.0
87,2021,87,University of Basel,ch,27.1,22.0
88,2021,89,Sun Yat-sen University,cn,26.9,0.0
89,2021,90,The Hebrew University of Jerusalem,il,26.7,30.7
90,2021,91,Swiss Federal Institute of Technology Lausanne,ch,26.6,0.0
91,2021,92,McMaster University,ca,26.5,18.5
92,2021,92,Weizmann Institute of Science,il,26.5,16.9
93,2021,94,Technion-Israel Institute of Technology,il,26.4,22.6
94,2021,95,Boston University,us,26.2,10.7
95,2021,96,The University of Western Australia,au,26.1,20.0
96,2021,97,Carnegie Mellon University,us,26.0,29.7
97,2021,97,Moscow State University,ru,26.0,38.9
98,2021,97,University of Florida,us,26.0,16.0
99,2021,100,"University of California, Davis",us,25.9,13.1
100,2021,101-150,Aix Marseille University,fr,,11.9
101,2021,101-150,Arizona State University,us,,0.0
102,2021,101-150,Brown University,us,,14.1
