,year,world_rank,institution,country_name,total_score,award
0,2008,1,Harvard University,us,100.0,100.0
1,2008,2,Stanford University,us,73.7,40.0
2,2008,3,"University of California, Berkeley",us,71.4,69.0
3,2008,4,University of Cambridge,gb,70.4,90.3
4,2008,5,Massachusetts Institute of Technology (MIT),us,69.6,71.0
5,2008,6,California Institute of Technology,us,65.4,52.8
6,2008,7,Columbia University,us,62.5,72.4
7,2008,8,Princeton University,us,58.9,59.3
8,2008,9,University of Chicago,us,57.1,67.4
9,2008,10,University of Oxford,gb,56.8,59.0
10,2008,11,Yale University,us,54.9,48.5
11,2008,12,Cornell University,us,54.1,41.5
12,2008,13,"University of California, Los Angeles",us,52.4,24.4
13,2008,14,"University of California, San Diego",us,50.3,15.8
14,2008,15,University of Pennsylvania,us,49.0,31.7
15,2008,16,University of Washington,us,48.3,25.7
16,2008,17,University of Wisconsin - Madison,us,47.4,38.4
17,2008,18,"University of California, San Francisco",us,46.6,0.0
18,2008,19,The University of Tokyo,jp,46.4,32.2
19,2008,20,The Johns Hopkins University,us,45.5,45.8
20,2008,21,University of Michigan - Ann Arbor,us,44.2,38.4
21,2008,22,University College London,gb,44.0,31.2
22,2008,23,Kyoto University,jp,43.5,35.4
23,2008,24,Swiss Federal Institute of Technology Zurich,ch,43.1,35.9
24,2008,24,University of Toronto,ca,43.1,25.0
25,2008,26,University of Illinois at Urbana-Champaign,us,42.9,37.1
26,2008,27,"The Imperial College of Science, Technology and Medicine",gb,42.4,18.6
27,2008,28,"University of Minnesota, Twin Cities",us,40.4,32.2
28,2008,29,Washington University in St. Louis,us,40.1,22.4
29,2008,30,Northwestern University,us,38.1,19.4
30,2008,31,New York University,us,37.4,34.1
31,2008,32,Duke University,us,37.2,18.6
32,2008,32,Rockefeller University,us,37.2,20.2
33,2008,34,University of Colorado at Boulder,us,36.4,14.8
34,2008,35,University of British Columbia,ca,36.3,18.6
35,2008,36,"University of California, Santa Barbara",us,35.5,0.0
36,2008,37,"University of Maryland, College Park",us,34.6,23.1
37,2008,38,University of North Carolina at Chapel Hill,us,33.9,11.2
38,2008,39,The University of Texas at Austin,us,33.7,19.4
39,2008,40,The University of Manchester,gb,33.6,24.4
40,2008,41,The University of Texas Southwestern Medical Center at Dallas,us,33.3,21.7
41,2008,42,Pennsylvania State University - University Park,us,33.1,12.5
42,2008,42,Pierre and Marie Curie University - Paris 6,fr,33.1,36.6
43,2008,42,Vanderbilt University,us,33.1,18.6
44,2008,45,University of Copenhagen,dk,33.0,27.4
45,2008,46,"University of California, Irvine",us,32.8,0.0
46,2008,47,Utrecht University,nl,32.4,27.4
47,2008,48,"University of California, Davis",us,32.2,0.0
48,2008,49,University of Paris Sud (Paris 11),fr,32.1,33.3
49,2008,50,University of Southern California,us,32.0,0.0
50,2008,51,Karolinska Institute,se,31.6,27.4
51,2008,52,University of Pittsburgh,us,31.3,22.4
52,2008,53,University of Zurich,ch,31.0,11.2
53,2008,54,"Rutgers, The State University of New Jersey",us,30.9,13.7
54,2008,55,The University of Edinburgh,gb,30.8,20.2
55,2008,55,University of Munich,de,30.8,33.1
56,2008,57,Technical University Munich,de,30.5,41.1
57,2008,58,University of Florida,us,30.4,20.2
58,2008,59,The Australian National University,au,30.0,15.8
59,2008,60,McGill University,ca,29.9,25.7
60,2008,61,University of Bristol,gb,29.5,9.7
61,2008,62,Carnegie Mellon University,us,29.3,31.2
62,2008,62,The Ohio State University - Columbus,us,29.3,15.8
63,2008,64,University of Oslo,no,29.0,23.1
64,2008,65,Purdue University - West Lafayette,us,28.8,16.8
65,2008,65,The Hebrew University of Jerusalem,il,28.8,29.6
66,2008,67,University of Heidelberg,de,28.4,17.7
67,2008,68,Osaka University,jp,28.3,11.2
68,2008,68,University of Helsinki,fi,28.3,16.8
69,2008,70,Moscow State University,ru,28.1,49.1
70,2008,71,Brown University,us,27.9,16.8
71,2008,71,Uppsala University,se,27.9,23.1
72,2008,73,Ecole Normale Superieure - Paris,fr,27.7,53.4
73,2008,73,University of Melbourne,au,27.7,13.7
74,2008,73,University of Rochester,us,27.7,29.6
75,2008,76,Leiden University,nl,27.6,22.4
76,2008,77,The University of Sheffield,gb,27.5,20.9
77,2008,77,University of Arizona,us,27.5,0.0
78,2008,79,Tohoku University,jp,27.1,16.8
79,2008,79,University of Utah,us,27.1,0.0
