,year,world_rank,institution,country_name,total_score,award
0,2019,1,Harvard University,us,100.0,100.0
1,2019,2,Stanford University,us,75.1,45.2
2,2019,3,University of Cambridge,gb,72.3,80.7
3,2019,4,Massachusetts Institute of Technology (MIT),us,69.0,72.0
4,2019,5,"University of California, Berkeley",us,67.9,67.1
5,2019,6,Princeton University,us,60.0,59.6
6,2019,7,University of Oxford,gb,59.7,48.9
7,2019,8,Columbia University,us,59.1,61.4
8,2019,9,California Institute of Technology,us,58.6,52.3
9,2019,10,University of Chicago,us,55.1,59.6
10,2019,11,"University of California, Los Angeles",us,50.8,28.6
11,2019,11,Yale University,us,50.8,47.6
12,2019,13,Cornell University,us,49.8,43.8
13,2019,14,University of Washington,us,48.7,24.4
14,2019,15,University College London,gb,47.9,26.9
15,2019,16,Johns Hopkins University,us,47.6,36.8
16,2019,17,University of Pennsylvania,us,47.3,31.2
17,2019,18,"University of California, San Diego",us,47.1,19.4
18,2019,19,Swiss Federal Institute of Technology Zurich,ch,46.1,28.6
19,2019,20,"University of California, San Francisco",us,42.2,0.0
20,2019,20,University of Michigan-Ann Arbor,us,42.2,33.6
21,2019,22,Washington University in St. Louis,us,41.7,22.4
22,2019,23,Imperial College London,gb,41.6,13.7
23,2019,24,University of Toronto,ca,41.4,17.7
24,2019,25,The University of Tokyo,jp,40.7,37.6
25,2019,26,University of Copenhagen,dk,40.2,20.2
26,2019,27,University of Wisconsin - Madison,us,38.8,30.2
27,2019,28,Duke University,us,38.6,14.8
28,2019,29,Northwestern University,us,38.4,13.7
29,2019,30,New York University,us,38.1,28.6
30,2019,31,The University of Edinburgh,gb,37.4,27.5
31,2019,32,Kyoto University,jp,37.0,33.6
32,2019,33,The University of Manchester,gb,36.9,15.9
33,2019,33,University of North Carolina at Chapel Hill,us,36.9,7.9
34,2019,35,Rockefeller University,us,36.2,16.8
35,2019,35,University of British Columbia,ca,36.2,14.8
36,2019,37,University of Paris-Sud (Paris 11),fr,36.1,29.4
37,2019,38,Karolinska Institute,se,35.8,24.4
38,2019,38,University of Colorado at Boulder,us,35.8,12.5
39,2019,38,University of Illinois at Urbana-Champaign,us,35.8,27.5
40,2019,41,The University of Melbourne,au,35.7,15.9
41,2019,41,"University of Minnesota, Twin Cities",us,35.7,28.0
42,2019,43,Tsinghua University,cn,35.4,9.7
43,2019,44,Sorbonne University,fr,35.1,35.6
44,2019,45,The University of Texas at Austin,us,34.3,25.1
45,2019,46,"University of Maryland, College Park",us,33.7,18.6
46,2019,47,Heidelberg University,de,33.3,19.4
47,2019,48,"University of California, Santa Barbara",us,33.2,14.8
48,2019,49,The University of Texas Southwestern Medical Center at Dallas,us,32.8,18.6
49,2019,49,Utrecht University,nl,32.8,22.4
50,2019,51,King's College London,gb,32.4,21.0
51,2019,52,University of Munich,de,32.3,26.9
52,2019,53,Peking University,cn,32.2,11.2
53,2019,54,The University of Queensland,au,31.8,12.5
54,2019,55,University of Southern California,us,31.7,0.0
55,2019,55,Vanderbilt University,us,31.7,14.8
56,2019,57,Technical University Munich,de,31.2,36.8
57,2019,58,University of Geneva,ch,31.1,29.7
58,2019,59,University of Oslo,no,31.0,26.9
59,2019,60,Aarhus University,dk,30.9,11.2
60,2019,61,University of Zurich,ch,30.8,0.0
61,2019,62,Uppsala University,se,30.5,15.9
62,2019,63,University of Helsinki,fi,30.3,16.8
63,2019,64,University of Bristol,gb,29.9,5.6
64,2019,65,University of Groningen,nl,29.6,13.7
65,2019,66,Ghent University,be,29.3,0.0
66,2019,67,National University of Singapore,sg,29.2,0.0
67,2019,68,Erasmus University Rotterdam,nl,29.1,0.0
68,2019,68,The University of Texas M. D. Anderson Cancer Center,us,29.1,0.0
69,2019,70,University of Bonn,de,29.0,23.8
70,2019,70,Zhejiang University,cn,29.0,0.0
71,2019,72,Purdue University - West Lafayette,us,28.5,12.5
72,2019,73,Monash University,au,28.4,0.0
73,2019,73,Nanyang Technological University,sg,28.4,0.0
74,2019,73,Stockholm University,se,28.4,22.4
75,2019,76,Boston University,us,28.3,11.2
76,2019,76,The Australian National University,au,28.3,13.7
