,year,world_rank,institution,country_name,total_score,award
0,2018,1,Harvard University,us,100.0,100.0
1,2018,2,Stanford University,us,75.6,44.5
2,2018,3,University of Cambridge,gb,71.8,82.3
3,2018,4,Massachusetts Institute of Technology (MIT),us,69.9,70.9
4,2018,5,"University of California, Berkeley",us,68.3,65.6
5,2018,6,Princeton University,us,61.0,55.8
6,2018,7,University of Oxford,gb,60.0,50.8
7,2018,8,Columbia University,us,58.2,62.8
8,2018,9,California Institute of Technology,us,57.4,53.5
9,2018,10,University of Chicago,us,55.5,59.2
10,2018,11,"University of California, Los Angeles",us,51.2,29.2
11,2018,12,Cornell University,us,50.7,43.1
12,2018,12,Yale University,us,50.7,47.1
13,2018,14,University of Washington,us,50.0,24.9
14,2018,15,"University of California, San Diego",us,47.8,19.0
15,2018,16,University of Pennsylvania,us,46.4,31.3
16,2018,17,University College London,gb,46.1,27.8
17,2018,18,Johns Hopkins University,us,45.4,37.3
18,2018,19,Swiss Federal Institute of Technology Zurich,ch,43.9,29.2
19,2018,20,Washington University in St. Louis,us,42.1,22.7
20,2018,21,"University of California, San Francisco",us,41.9,0.0
21,2018,22,The University of Tokyo,jp,41.5,38.3
22,2018,23,University of Toronto,ca,40.9,19.7
23,2018,24,Imperial College London,gb,40.1,14.4
24,2018,25,Northwestern University,us,39.9,15.2
25,2018,26,Duke University,us,39.7,15.2
26,2018,27,University of Michigan-Ann Arbor,us,39.4,34.1
27,2018,28,University of Wisconsin - Madison,us,38.9,32.5
28,2018,29,University of Copenhagen,dk,38.7,21.5
29,2018,30,Rockefeller University,us,37.9,16.8
30,2018,30,University of North Carolina at Chapel Hill,us,37.9,8.8
31,2018,32,New York University,us,37.2,29.6
32,2018,32,The University of Edinburgh,gb,37.2,27.3
33,2018,34,The University of Manchester,gb,37.0,18.3
34,2018,35,Kyoto University,jp,36.4,31.3
35,2018,36,Sorbonne University,fr,36.1,33.3
36,2018,37,"University of Minnesota, Twin Cities",us,35.9,29.2
37,2018,38,The University of Melbourne,au,35.7,16.8
38,2018,38,University of Colorado at Boulder,us,35.7,12.4
39,2018,40,The University of Texas at Austin,us,35.6,20.9
40,2018,41,University of Illinois at Urbana-Champaign,us,35.4,29.6
41,2018,42,University of Paris-Sud (Paris 11),fr,35.1,30.0
42,2018,43,University of British Columbia,ca,34.8,15.2
43,2018,44,Karolinska Institute,se,34.7,25.4
44,2018,45,Tsinghua University,cn,34.1,10.2
45,2018,46,"University of California, Santa Barbara",us,33.4,14.4
46,2018,47,Heidelberg University,de,33.2,19.7
47,2018,48,Technical University Munich,de,33.0,36.6
48,2018,48,The University of Texas Southwestern Medical Center at Dallas,us,33.0,18.3
49,2018,50,Vanderbilt University,us,32.8,15.2
50,2018,51,"University of Maryland, College Park",us,32.3,19.0
51,2018,51,Utrecht University,nl,32.3,22.7
52,2018,53,University of Munich,de,32.2,28.3
53,2018,54,University of Zurich,ch,32.0,5.1
54,2018,55,The University of Queensland,au,31.5,12.4
55,2018,56,King's College London,gb,31.4,20.9
56,2018,57,Peking University,cn,31.0,11.4
57,2018,57,University of Helsinki,fi,31.0,18.3
58,2018,59,University of Geneva,ch,30.9,29.6
59,2018,60,University of Southern California,us,30.8,0.0
60,2018,61,Ghent University,be,30.7,5.1
61,2018,62,University of Oslo,no,29.8,27.8
62,2018,63,Uppsala University,se,29.5,17.6
63,2018,64,Ecole Normale Superieure - Paris,fr,29.3,48.4
64,2018,65,Aarhus University,dk,29.2,11.4
65,2018,66,University of Groningen,nl,29.0,13.4
66,2018,67,Zhejiang University,cn,28.3,0.0
67,2018,68,University of Sydney,au,28.1,14.4
68,2018,69,The Australian National University,au,28.0,13.4
69,2018,70,Boston University,us,27.9,11.4
70,2018,70,McGill University,ca,27.9,32.5
71,2018,70,Purdue University - West Lafayette,us,27.9,13.4
72,2018,70,Rice University,us,27.9,16.1
73,2018,74,Leiden University,nl,27.7,17.6
74,2018,74,Pennsylvania State University - University Park,us,27.7,10.2
75,2018,74,University of Bristol,gb,27.7,7.2
76,2018,77,Stockholm University,se,27.6,23.8
77,2018,77,Technion-Israel Institute of Technology,il,27.6,23.3
78,2018,79,Erasmus University Rotterdam,nl,27.5,0.0
79,2018,79,Georgia Institute of Technology,us,27.5,12.4
80,2018,81,Mayo Medical School,us,27.3,0.0
81,2018,81,Swiss Federal Institute of Technology Lausanne,ch,27.3,0.0
82,2018,83,Nagoya University,jp,27.2,28.7
83,2018,83,"University of California, Irvine",us,27.2,0.0
84,2018,85,National University of Singapore,sg,27.1,0.0
85,2018,86,KU Leuven,be,27.0,0.0
86,2018,86,McMaster University,ca,27.0,12.4
87,2018,86,Moscow State University,ru,27.0,40.9
88,2018,86,University of Florida,us,27.0,16.8
89,2018,90,"University of Pittsburgh, Pittsburgh Campus",us,26.9,18.3
90,2018,91,Carnegie Mellon University,us,26.8,31.3
91,2018,91,Monash University,au,26.8,0.0
92,2018,93,The University of Western Australia,au,26.5,13.4
93,2018,94,The Ohio State University - Columbus,us,26.4,12.4
94,2018,95,The Hebrew University of Jerusalem,il,26.2,31.7
95,2018,96,Nanyang Technological University,sg,25.9,0.0
96,2018,96,University of Basel,ch,25.9,23.3
97,2018,96,"University of California, Davis",us,25.9,0.0
98,2018,99,University of Goettingen,de,25.7,30.5
99,2018,100,The University of Texas M. D. Anderson Cancer Center,us,25.1,0.0
100,2018,101-150,Aix Marseille University,fr,,13.4
101,2018,101-150,Arizona State University,us,,0.0
102,2018,101-150,Baylor College of Medicine,us,,0.0
103,2018,101-150,Brown University,us,,14.4
104,2018,101-150,Cardiff University,gb,,0.0
105,2018,101-150,Case Western Reserve University,us,,32.5
106,2018,101-150,Emory University,us,,0.0
107,2018,101-150,Fudan University,cn,,0.0
108,2018,101-150,Icahn School of Medicine at Mount Sinai,us,,0.0
109,2018,101-150,Indiana University Bloomington,us,,10.2
110,2018,101-150,King Abdulaziz University,sa,,0.0
111,2018,101-150,King Saud University,sa,,0.0
112,2018,101-150,Lund University,se,,20.9
